UserID,DestinationID,Preferences,TripPurpose,GroupSize,TravelMode,Cost,TotalSpend,StayDuration,BookingSource,Weather,BudgetCategory,DurationCategory,ExperienceRating,SatisfactionScore,VisitDate
1554,1218,Religious,Religious,Family,Car,23775,28575,4,MakeMyTrip,Cold,Medium Budget,Medium Trip,4,Neutral,11-01-2021
1555,2777,Leisure,Family,Family,Car,23369,26969,3,Booking.com,Cold,Medium Budget,Medium Trip,7,Satisfied,21-09-2024
1556,29,Business,Business,Solo,Flight,29532,33132,3,Yatra,Cold,Medium Budget,Medium Trip,6,Satisfied,01-06-2022
1557,283,Religious,Religious,Solo,Car,34919,36119,1,Booking.com,Sunny,Luxury,Short Trip,2,Unsatisfied,10-05-2021
1558,1469,Leisure,Honeymoon,Couple,Cab,21546,23946,2,Goibibo,Sunny,Medium Budget,Short Trip,10,Highly Satisfied,19-11-2024
1559,4110,Religious,Religious,Solo,Cab,12223,14623,2,MakeMyTrip,Pleasant,Medium Budget,Short Trip,3,Unsatisfied,11-02-2022
1560,4129,Adventure,Adventure,Solo,Car,50992,53392,2,MakeMyTrip,Sunny,Luxury,Short Trip,10,Highly Satisfied,12-09-2022
1561,2528,Leisure,Leisure,Solo,Car,7822,12622,4,MakeMyTrip,Pleasant,Low Budget,Medium Trip,6,Satisfied,23-10-2024
1562,2541,Religious,Religious,Solo,Train,54924,58524,3,Cleartrip,Sunny,Luxury,Medium Trip,8,Highly Satisfied,29-04-2021
1563,1491,Leisure,Honeymoon,Couple,Flight,23443,24643,1,Goibibo,Sunny,Medium Budget,Short Trip,6,Satisfied,30-09-2021
1564,2128,Family,Leisure,Solo,Train,18087,20487,2,Goibibo,Pleasant,Medium Budget,Short Trip,8,Highly Satisfied,27-11-2022
1565,925,Leisure,Honeymoon,Couple,Cab,57696,63696,5,Cleartrip,Pleasant,Luxury,Medium Trip,3,Unsatisfied,01-09-2022
1566,2991,Business,Business,Couple,Cab,9963,13563,3,Cleartrip,Sunny,Low Budget,Medium Trip,4,Neutral,18-10-2023
1567,2662,Adventure,Adventure,Group,Car,19737,20937,1,MakeMyTrip,Sunny,Medium Budget,Short Trip,6,Satisfied,31-03-2021
1568,3319,Adventure,Adventure,Solo,Train,56159,57359,1,Cleartrip,Sunny,Luxury,Short Trip,9,Highly Satisfied,21-03-2023
1569,4611,Family,Family,Family,Car,38075,41675,3,Goibibo,Rainy,Luxury,Medium Trip,10,Highly Satisfied,17-05-2020
1570,1112,Leisure,Honeymoon,Couple,Cab,25855,34255,7,Cleartrip,Pleasant,Medium Budget,Long Trip,9,Highly Satisfied,08-10-2021
1571,4582,Leisure,Honeymoon,Couple,Flight,21236,23636,2,MakeMyTrip,Cold,Medium Budget,Short Trip,10,Highly Satisfied,23-01-2023
1572,2291,Business,Business,Solo,Flight,36163,44563,7,Goibibo,Rainy,Luxury,Long Trip,2,Unsatisfied,12-09-2020
1573,136,Leisure,Honeymoon,Couple,Cab,15395,16595,1,Booking.com,Rainy,Medium Budget,Short Trip,1,Unsatisfied,02-11-2023
1574,2476,Business,Business,Solo,Train,25582,32782,6,MakeMyTrip,Rainy,Medium Budget,Long Trip,9,Highly Satisfied,08-03-2023
1575,4730,Leisure,Leisure,Couple,Train,53626,54826,1,MakeMyTrip,Cold,Luxury,Short Trip,3,Unsatisfied,29-01-2021
1576,1778,Business,Business,Couple,Flight,44649,47049,2,Goibibo,Rainy,Luxury,Short Trip,5,Neutral,30-11-2022
1577,2944,Adventure,Adventure,Group,Bike,8239,17839,8,MakeMyTrip,Pleasant,Low Budget,Long Trip,3,Unsatisfied,07-05-2024
1578,353,Business,Business,Solo,Cab,44596,50596,5,Yatra,Cold,Luxury,Medium Trip,2,Unsatisfied,19-10-2023
1579,3288,Leisure,Family,Family,Cab,42421,53221,9,Cleartrip,Sunny,Luxury,Long Trip,2,Unsatisfied,26-10-2020
1580,294,Leisure,Family,Family,Cab,39388,48988,8,MakeMyTrip,Pleasant,Luxury,Long Trip,9,Highly Satisfied,01-12-2022
1581,1451,Family,Leisure,Family,Car,59979,67179,6,Booking.com,Pleasant,Luxury,Long Trip,7,Satisfied,18-05-2022
1582,2479,Business,Business,Couple,Flight,38699,41099,2,Goibibo,Rainy,Luxury,Short Trip,6,Satisfied,24-01-2021
1583,4224,Business,Business,Couple,Train,11759,16559,4,Goibibo,Sunny,Medium Budget,Medium Trip,1,Unsatisfied,10-02-2021
1584,3102,Business,Business,Solo,Train,11283,13683,2,Booking.com,Rainy,Medium Budget,Short Trip,1,Unsatisfied,31-07-2024
1585,2590,Family,Family,Family,Cab,26158,34558,7,MakeMyTrip,Sunny,Medium Budget,Long Trip,9,Highly Satisfied,07-10-2021
1586,3418,Leisure,Honeymoon,Couple,Cab,39881,43481,3,Goibibo,Sunny,Luxury,Medium Trip,9,Highly Satisfied,15-11-2024
1587,4828,Business,Business,Couple,Flight,21709,25309,3,Yatra,Sunny,Medium Budget,Medium Trip,7,Satisfied,22-12-2022
1588,986,Leisure,Honeymoon,Couple,Cab,16450,20050,3,Booking.com,Sunny,Medium Budget,Medium Trip,8,Highly Satisfied,18-06-2023
1589,4998,Family,Family,Family,Cab,55196,61196,5,Cleartrip,Rainy,Luxury,Medium Trip,4,Neutral,26-05-2024
1590,142,Religious,Religious,Couple,Car,48633,51033,2,Yatra,Pleasant,Luxury,Short Trip,3,Unsatisfied,29-02-2024
1591,385,Leisure,Honeymoon,Couple,Cab,27762,33762,5,MakeMyTrip,Sunny,Medium Budget,Medium Trip,1,Unsatisfied,08-05-2024
1592,1982,Business,Business,Couple,Flight,46107,50907,4,Booking.com,Sunny,Luxury,Medium Trip,4,Neutral,06-03-2024
1593,3062,Family,Leisure,Group,Car,14236,19036,4,Cleartrip,Pleasant,Medium Budget,Medium Trip,10,Highly Satisfied,26-06-2024
1594,3778,Leisure,Honeymoon,Couple,Flight,10934,15734,4,Yatra,Sunny,Medium Budget,Medium Trip,8,Highly Satisfied,29-09-2023
1595,1545,Religious,Religious,Solo,Train,12719,18719,5,Booking.com,Sunny,Medium Budget,Medium Trip,9,Highly Satisfied,15-12-2022
1596,3697,Family,Leisure,Family,Bike,39977,48377,7,MakeMyTrip,Cold,Luxury,Long Trip,8,Highly Satisfied,29-04-2023
1597,749,Business,Business,Solo,Cab,14693,18293,3,MakeMyTrip,Sunny,Medium Budget,Medium Trip,7,Satisfied,18-10-2020
1598,752,Religious,Religious,Couple,Train,13700,14900,1,Booking.com,Sunny,Medium Budget,Short Trip,10,Highly Satisfied,10-01-2024
1599,651,Adventure,Adventure,Solo,Bike,10250,13850,3,Booking.com,Cold,Medium Budget,Medium Trip,1,Unsatisfied,15-06-2022
1600,2706,Leisure,Honeymoon,Couple,Cab,10603,13003,2,MakeMyTrip,Pleasant,Medium Budget,Short Trip,3,Unsatisfied,10-05-2020
1601,4246,Family,Family,Family,Train,13479,15879,2,Goibibo,Sunny,Medium Budget,Short Trip,9,Highly Satisfied,16-06-2023
1602,1154,Business,Business,Solo,Cab,16659,22659,5,Cleartrip,Pleasant,Medium Budget,Medium Trip,5,Neutral,25-01-2022
1603,3786,Leisure,Leisure,Couple,Cab,48961,59761,9,Cleartrip,Cold,Luxury,Long Trip,6,Satisfied,18-08-2021
1604,2464,Family,Family,Family,Train,37573,41173,3,Yatra,Cold,Luxury,Medium Trip,10,Highly Satisfied,13-02-2022
1605,4283,Business,Business,Couple,Train,2598,6198,3,MakeMyTrip,Rainy,Low Budget,Medium Trip,3,Unsatisfied,31-01-2024
1606,2051,Business,Business,Couple,Cab,31000,40600,8,Booking.com,Pleasant,Luxury,Long Trip,2,Unsatisfied,18-04-2022
1607,65,Family,Family,Family,Car,17585,27185,8,Booking.com,Cold,Medium Budget,Long Trip,6,Satisfied,14-04-2023
1608,2527,Business,Business,Solo,Train,16432,23632,6,Cleartrip,Rainy,Medium Budget,Long Trip,2,Unsatisfied,25-12-2021
1609,2868,Business,Business,Solo,Flight,49198,53998,4,Booking.com,Rainy,Luxury,Medium Trip,6,Satisfied,01-11-2023
1610,996,Business,Business,Solo,Flight,52649,53849,1,MakeMyTrip,Cold,Luxury,Short Trip,10,Highly Satisfied,06-09-2021
1611,4769,Religious,Religious,Couple,Car,34504,44104,8,Goibibo,Cold,Luxury,Long Trip,6,Satisfied,04-04-2023
1612,13,Leisure,Family,Family,Cab,48760,53560,4,Goibibo,Pleasant,Luxury,Medium Trip,1,Unsatisfied,11-03-2022
1613,78,Leisure,Honeymoon,Couple,Flight,36839,41639,4,MakeMyTrip,Cold,Luxury,Medium Trip,5,Neutral,01-01-2022
1614,1446,Leisure,Leisure,Couple,Bike,59795,60995,1,Cleartrip,Cold,Luxury,Short Trip,2,Unsatisfied,26-03-2022
1615,3457,Adventure,Adventure,Couple,Train,43218,49218,5,MakeMyTrip,Pleasant,Luxury,Medium Trip,3,Unsatisfied,03-06-2021
1616,4001,Religious,Religious,Solo,Train,15117,22317,6,Yatra,Rainy,Medium Budget,Long Trip,7,Satisfied,19-07-2022
1617,2279,Leisure,Family,Family,Train,40626,49026,7,Goibibo,Rainy,Luxury,Long Trip,6,Satisfied,09-02-2024
1618,2489,Adventure,Adventure,Couple,Train,23215,34015,9,Goibibo,Rainy,Medium Budget,Long Trip,7,Satisfied,29-10-2021
1619,4427,Leisure,Honeymoon,Couple,Flight,19192,26392,6,MakeMyTrip,Rainy,Medium Budget,Long Trip,2,Unsatisfied,09-01-2022
1620,462,Family,Family,Family,Train,27108,30708,3,Yatra,Cold,Medium Budget,Medium Trip,2,Unsatisfied,11-07-2022
1621,3115,Family,Leisure,Couple,Train,26833,32833,5,,Rainy,Medium Budget,Medium Trip,1,Unsatisfied,01-02-2023
1622,72,Adventure,Adventure,Group,Train,40827,46827,5,Cleartrip,Sunny,Luxury,Medium Trip,8,Highly Satisfied,12-01-2021
1623,2273,Family,Leisure,Solo,Bike,26733,36333,8,Goibibo,Cold,Medium Budget,Long Trip,1,Unsatisfied,05-04-2024
1624,2864,Leisure,Leisure,Family,Car,4252,7852,3,Yatra,Cold,Low Budget,Medium Trip,3,Unsatisfied,10-05-2024
1625,4893,Adventure,Adventure,Couple,Bike,11348,14948,3,Cleartrip,Pleasant,Medium Budget,Medium Trip,8,Highly Satisfied,24-07-2024
1626,1783,Leisure,Leisure,Family,Car,22543,30943,7,Cleartrip,Rainy,Medium Budget,Long Trip,4,Neutral,10-10-2022
1627,554,Leisure,Family,Family,Cab,25211,33611,7,Cleartrip,Sunny,Medium Budget,Long Trip,6,Satisfied,18-03-2023
1628,4947,Religious,Religious,Couple,Train,25906,35506,8,Goibibo,Cold,Medium Budget,Long Trip,1,Unsatisfied,05-10-2020
1629,342,Leisure,Leisure,Solo,Cab,22608,25008,2,Yatra,Pleasant,Medium Budget,Short Trip,9,Highly Satisfied,09-08-2023
1630,3883,Adventure,Adventure,Group,Car,20286,23886,3,MakeMyTrip,Pleasant,Medium Budget,Medium Trip,3,Unsatisfied,17-04-2020
1631,1585,Religious,Religious,Couple,Car,57228,65628,7,Booking.com,Sunny,Luxury,Long Trip,1,Unsatisfied,22-12-2024
1632,2730,Family,Leisure,Family,Bike,10741,13141,2,Booking.com,Sunny,Medium Budget,Short Trip,9,Highly Satisfied,21-12-2021
1633,3506,Religious,Religious,Couple,Cab,23586,33186,8,MakeMyTrip,Cold,Medium Budget,Long Trip,8,Highly Satisfied,16-07-2024
1634,2599,Adventure,Adventure,Solo,Car,28532,38132,8,Yatra,Rainy,Medium Budget,Long Trip,2,Unsatisfied,23-07-2023
1635,322,Business,Business,Solo,Cab,30036,36036,5,Goibibo,Rainy,Luxury,Medium Trip,10,Highly Satisfied,15-11-2022
1636,2494,Leisure,Family,Family,Train,5778,14178,7,Goibibo,Rainy,Low Budget,Long Trip,9,Highly Satisfied,24-01-2024
1637,2755,Leisure,Family,Family,Cab,10127,11327,1,,Sunny,Medium Budget,Short Trip,7,Satisfied,14-02-2021
1638,1239,Leisure,Honeymoon,Couple,Cab,50196,51396,1,Yatra,Rainy,Luxury,Short Trip,9,Highly Satisfied,24-11-2022
1639,2972,Leisure,Honeymoon,Couple,Cab,33356,34556,1,Goibibo,Rainy,Luxury,Short Trip,5,Neutral,04-12-2024
1640,3152,Adventure,Adventure,Group,Train,40082,48482,7,Yatra,Pleasant,Luxury,Long Trip,3,Unsatisfied,18-04-2022
1641,3360,Leisure,Honeymoon,Couple,Flight,36754,46354,8,Booking.com,Sunny,Luxury,Long Trip,1,Unsatisfied,05-03-2024
1642,409,Religious,Religious,Couple,Cab,41851,50251,7,MakeMyTrip,Cold,Luxury,Long Trip,10,Highly Satisfied,20-09-2023
1643,766,Leisure,Honeymoon,Couple,Flight,23661,26061,2,Goibibo,Cold,Medium Budget,Short Trip,5,Neutral,22-09-2023
1644,579,Leisure,Honeymoon,Couple,Cab,31790,38990,6,Goibibo,Cold,Luxury,Long Trip,6,Satisfied,30-09-2020
1645,2303,Family,Leisure,Group,Cab,39405,45405,5,MakeMyTrip,Rainy,Luxury,Medium Trip,8,Highly Satisfied,03-08-2021
1646,3324,Adventure,Adventure,Solo,Train,26964,36564,8,Booking.com,Cold,Medium Budget,Long Trip,1,Unsatisfied,16-05-2020
1647,202,Business,Business,Solo,Train,25596,35196,8,Goibibo,Sunny,Medium Budget,Long Trip,5,Neutral,19-07-2022
1648,1006,Leisure,Leisure,Couple,Train,49672,55672,5,Booking.com,Cold,Luxury,Medium Trip,8,Highly Satisfied,15-04-2022
1649,420,Family,Family,Family,Train,42113,48113,5,Cleartrip,Rainy,Luxury,Medium Trip,10,Highly Satisfied,27-04-2022
1650,2425,Religious,Religious,Couple,Train,56054,62054,5,Goibibo,Cold,Luxury,Medium Trip,5,Neutral,04-05-2024
1651,3088,Leisure,Family,Family,Cab,8036,12836,4,MakeMyTrip,Cold,Low Budget,Medium Trip,2,Unsatisfied,13-08-2024
1652,758,Family,Leisure,Solo,Bike,10709,13109,2,Goibibo,Cold,Medium Budget,Short Trip,1,Unsatisfied,25-03-2020
1653,1904,Adventure,Adventure,Couple,Bike,17402,19802,2,MakeMyTrip,Rainy,Medium Budget,Short Trip,5,Neutral,21-12-2023
1654,607,Business,Business,Solo,Cab,45436,56236,9,Yatra,Pleasant,Luxury,Long Trip,9,Highly Satisfied,17-11-2023
1655,3856,Religious,Religious,Couple,Train,20481,31281,9,Yatra,Cold,Medium Budget,Long Trip,1,Unsatisfied,23-08-2021
1656,4458,Leisure,Honeymoon,Couple,Flight,45912,55512,8,Cleartrip,Pleasant,Luxury,Long Trip,5,Neutral,11-10-2023
1657,3288,Religious,Religious,Solo,Car,11445,12645,1,Goibibo,Cold,Medium Budget,Short Trip,2,Unsatisfied,31-03-2024
1658,1406,Leisure,Honeymoon,Couple,Flight,49114,58714,8,Cleartrip,Sunny,Luxury,Long Trip,3,Unsatisfied,05-11-2023
1659,2440,Leisure,Honeymoon,Couple,Flight,16759,17959,1,Cleartrip,Pleasant,Medium Budget,Short Trip,4,Neutral,16-08-2022
1660,1454,Leisure,Family,Family,Cab,52450,57250,4,Booking.com,Rainy,Luxury,Medium Trip,1,Unsatisfied,28-08-2021
1661,3499,Adventure,Adventure,Group,Train,12593,17393,4,Booking.com,Pleasant,Medium Budget,Medium Trip,7,Satisfied,24-05-2022
1662,84,Family,Family,Family,Cab,44823,55623,9,MakeMyTrip,Sunny,Luxury,Long Trip,4,Neutral,21-10-2022
1663,1397,Religious,Religious,Family,Train,11443,13843,2,Booking.com,Cold,Medium Budget,Short Trip,1,Unsatisfied,20-06-2022
1664,3566,Adventure,Adventure,Couple,Car,10475,18875,7,Yatra,Cold,Medium Budget,Long Trip,1,Unsatisfied,19-12-2021
1665,3644,Leisure,Leisure,Family,Car,19997,29597,8,MakeMyTrip,Cold,Medium Budget,Long Trip,10,Highly Satisfied,05-03-2024
1666,4122,Leisure,Honeymoon,Couple,Cab,20744,27944,6,Booking.com,Cold,Medium Budget,Long Trip,7,Satisfied,31-03-2020
1667,705,Business,Business,Couple,Flight,59067,63867,4,Cleartrip,Cold,Luxury,Medium Trip,10,Highly Satisfied,06-06-2020
1668,1046,Business,Business,Couple,Cab,19744,22144,2,MakeMyTrip,Sunny,Medium Budget,Short Trip,7,Satisfied,18-12-2024
1669,1058,Family,Leisure,Family,Cab,48059,52859,4,Cleartrip,Rainy,Luxury,Medium Trip,8,Highly Satisfied,12-12-2022
1670,1671,Leisure,Family,Family,Train,17917,26317,7,Yatra,Pleasant,Medium Budget,Long Trip,10,Highly Satisfied,03-04-2024
1671,3475,Leisure,Honeymoon,Couple,Cab,30926,33326,2,Booking.com,Pleasant,Luxury,Short Trip,8,Highly Satisfied,10-01-2023
1672,71,Leisure,Honeymoon,Couple,Flight,55268,61268,5,Booking.com,Cold,Luxury,Medium Trip,4,Neutral,16-01-2024
1673,2069,Leisure,Honeymoon,Couple,Cab,17604,20004,2,Booking.com,Cold,Medium Budget,Short Trip,5,Neutral,07-08-2022
1674,1419,Business,Business,Solo,Train,31155,32355,1,Cleartrip,Pleasant,Luxury,Short Trip,3,Unsatisfied,20-01-2020
1675,194,Religious,Religious,Family,Train,13138,19138,5,Goibibo,Rainy,Medium Budget,Medium Trip,10,Highly Satisfied,04-05-2021
1676,938,Family,Leisure,Solo,Cab,14333,16733,2,Yatra,Sunny,Medium Budget,Short Trip,5,Neutral,11-05-2023
1677,4121,Business,Business,Solo,Cab,21106,27106,5,Cleartrip,Cold,Medium Budget,Medium Trip,7,Satisfied,18-08-2022
1678,198,Leisure,Family,Family,Car,50483,58883,7,MakeMyTrip,Sunny,Luxury,Long Trip,10,Highly Satisfied,29-05-2021
1679,3441,Family,Leisure,Group,Cab,34228,39028,4,Yatra,Rainy,Luxury,Medium Trip,4,Neutral,03-10-2021
1680,4729,Family,Leisure,Couple,Cab,20882,29282,7,Yatra,Sunny,Medium Budget,Long Trip,6,Satisfied,27-05-2023
1681,967,Family,Leisure,Group,Cab,25696,32896,6,Yatra,Sunny,Medium Budget,Long Trip,7,Satisfied,23-12-2020
1682,2987,Business,Business,Couple,Cab,6591,14991,7,Goibibo,Pleasant,Low Budget,Long Trip,3,Unsatisfied,09-01-2020
1683,2329,Leisure,Family,Family,Cab,59425,64225,4,Booking.com,Sunny,Luxury,Medium Trip,9,Highly Satisfied,14-11-2021
1684,4077,Leisure,Family,Family,Car,20666,29066,7,Booking.com,Cold,Medium Budget,Long Trip,1,Unsatisfied,09-07-2023
1685,4234,Business,Business,Solo,Train,15840,21840,5,Goibibo,Pleasant,Medium Budget,Medium Trip,10,Highly Satisfied,15-03-2021
1686,4841,Adventure,Adventure,Solo,Car,34503,36903,2,Yatra,Pleasant,Luxury,Short Trip,4,Neutral,20-08-2022
1687,3427,Religious,Religious,Solo,Train,23000,29000,5,,Cold,Medium Budget,Medium Trip,9,Highly Satisfied,22-07-2023
1688,4644,Religious,Religious,Solo,Cab,33364,38164,4,Booking.com,Cold,Luxury,Medium Trip,4,Neutral,26-01-2022
1689,3796,Leisure,Honeymoon,Couple,Flight,56618,63818,6,Goibibo,Pleasant,Luxury,Long Trip,5,Neutral,17-01-2024
1690,1324,Religious,Religious,Couple,Cab,32583,34983,2,Goibibo,Pleasant,Luxury,Short Trip,5,Neutral,19-12-2020
1691,3376,Adventure,Adventure,Solo,Bike,40717,46717,5,Cleartrip,Sunny,Luxury,Medium Trip,9,Highly Satisfied,06-11-2021
1692,1414,Leisure,Honeymoon,Couple,Flight,51557,61157,8,Yatra,Rainy,Luxury,Long Trip,1,Unsatisfied,28-12-2024
1693,558,Religious,Religious,Solo,Cab,3848,11048,6,Booking.com,Sunny,Low Budget,Long Trip,4,Neutral,03-01-2023
1694,2927,Religious,Religious,Family,Train,33205,36805,3,MakeMyTrip,Rainy,Luxury,Medium Trip,5,Neutral,14-12-2022
1695,661,Adventure,Adventure,Group,Bike,30410,38810,7,Goibibo,Cold,Luxury,Long Trip,7,Satisfied,14-09-2024
1696,2640,Leisure,Honeymoon,Couple,Cab,22131,31731,8,Cleartrip,Rainy,Medium Budget,Long Trip,10,Highly Satisfied,08-03-2021
1697,4948,Religious,Religious,Solo,Cab,7956,15156,6,Yatra,Pleasant,Low Budget,Long Trip,7,Satisfied,24-02-2021
1698,261,Leisure,Honeymoon,Couple,Cab,52185,62985,9,MakeMyTrip,Pleasant,Luxury,Long Trip,4,Neutral,13-08-2022
1699,3988,Religious,Religious,Couple,Train,31220,39620,7,Booking.com,Pleasant,Luxury,Long Trip,6,Satisfied,12-05-2022
1700,981,Adventure,Adventure,Couple,Car,10614,14214,3,Booking.com,Sunny,Medium Budget,Medium Trip,3,Unsatisfied,24-11-2023
1701,1087,Religious,Religious,Solo,Cab,9408,17808,7,MakeMyTrip,Cold,Low Budget,Long Trip,6,Satisfied,09-08-2024
1702,2783,Religious,Religious,Family,Car,26087,34487,7,Cleartrip,Sunny,Medium Budget,Long Trip,7,Satisfied,09-12-2023
1703,3264,Leisure,Honeymoon,Couple,Flight,47011,48211,1,Yatra,Rainy,Luxury,Short Trip,5,Neutral,13-05-2021
1704,3185,Religious,Religious,Couple,Cab,40238,46238,5,Booking.com,Pleasant,Luxury,Medium Trip,6,Satisfied,02-05-2022
1705,218,Business,Business,Couple,Cab,5783,14183,7,Booking.com,Cold,Low Budget,Long Trip,5,Neutral,14-06-2023
1706,1463,Business,Business,Couple,Flight,50588,52988,2,Goibibo,Sunny,Luxury,Short Trip,6,Satisfied,12-08-2020
1707,2056,Leisure,Honeymoon,Couple,Flight,22502,33302,9,Booking.com,Rainy,Medium Budget,Long Trip,5,Neutral,12-12-2023
1708,2081,Leisure,Honeymoon,Couple,Cab,22766,26366,3,Booking.com,Cold,Medium Budget,Medium Trip,2,Unsatisfied,03-08-2021
1709,689,Business,Business,Couple,Train,49692,50892,1,Yatra,Sunny,Luxury,Short Trip,6,Satisfied,14-12-2024
1710,3786,Religious,Religious,Solo,Cab,56978,66578,8,Goibibo,Cold,Luxury,Long Trip,6,Satisfied,01-11-2021
1711,3259,Leisure,Family,Family,Train,12464,19664,6,Booking.com,Cold,Medium Budget,Long Trip,9,Highly Satisfied,22-02-2023
1712,4185,Leisure,Family,Family,Car,28611,33411,4,MakeMyTrip,Cold,Medium Budget,Medium Trip,3,Unsatisfied,14-08-2024
1713,2482,Business,Business,Couple,Train,33552,44352,9,MakeMyTrip,Sunny,Luxury,Long Trip,9,Highly Satisfied,04-01-2024
1714,3965,Religious,Religious,Family,Car,28914,36114,6,Booking.com,Sunny,Medium Budget,Long Trip,9,Highly Satisfied,08-10-2024
1715,4160,Business,Business,Solo,Cab,49054,58654,8,Cleartrip,Rainy,Luxury,Long Trip,4,Neutral,07-02-2023
1716,2863,Leisure,Honeymoon,Couple,Flight,6389,13589,6,Booking.com,Cold,Low Budget,Long Trip,4,Neutral,11-12-2020
1717,4667,Family,Family,Family,Cab,38159,44159,5,Goibibo,Rainy,Luxury,Medium Trip,1,Unsatisfied,23-08-2022
1718,4538,Family,Family,Family,Cab,40573,42973,2,Cleartrip,Pleasant,Luxury,Short Trip,7,Satisfied,15-04-2020
1719,4218,Business,Business,Solo,Flight,39205,42805,3,Goibibo,Rainy,Luxury,Medium Trip,3,Unsatisfied,22-06-2024
1720,2995,Religious,Religious,Solo,Cab,49070,51470,2,Yatra,Rainy,Luxury,Short Trip,1,Unsatisfied,26-01-2021
1721,863,Business,Business,Solo,Cab,7279,8479,1,Booking.com,Rainy,Low Budget,Short Trip,10,Highly Satisfied,27-12-2023
1722,4759,Business,Business,Solo,Train,47107,55507,7,,Pleasant,Luxury,Long Trip,9,Highly Satisfied,16-05-2023
1723,1401,Adventure,Adventure,Couple,Car,27871,35071,6,Yatra,Sunny,Medium Budget,Long Trip,5,Neutral,18-08-2020
1724,2539,Business,Business,Couple,Flight,47840,49040,1,Booking.com,Cold,Luxury,Short Trip,5,Neutral,01-05-2021
1725,4125,Leisure,Honeymoon,Couple,Flight,23892,25092,1,Cleartrip,Sunny,Medium Budget,Short Trip,6,Satisfied,17-05-2023
1726,1881,Leisure,Leisure,Family,Train,11701,20101,7,MakeMyTrip,Cold,Medium Budget,Long Trip,2,Unsatisfied,17-02-2023
1727,2049,Leisure,Honeymoon,Couple,Flight,52695,63495,9,Yatra,Cold,Luxury,Long Trip,4,Neutral,15-12-2023
1728,2397,Family,Family,Family,Car,41733,52533,9,Yatra,Sunny,Luxury,Long Trip,10,Highly Satisfied,29-05-2020
1729,2469,Leisure,Family,Family,Train,6621,13821,6,Yatra,Cold,Low Budget,Long Trip,4,Neutral,09-05-2024
1730,424,Business,Business,Solo,Train,58937,68537,8,Yatra,Rainy,Luxury,Long Trip,10,Highly Satisfied,02-12-2020
1731,2076,Family,Family,Family,Train,11715,17715,5,MakeMyTrip,Pleasant,Medium Budget,Medium Trip,10,Highly Satisfied,03-01-2020
1732,3956,Family,Leisure,Group,Train,22215,30615,7,MakeMyTrip,Sunny,Medium Budget,Long Trip,7,Satisfied,06-05-2024
1733,4680,Religious,Religious,Couple,Cab,46648,52648,5,Yatra,Sunny,Luxury,Medium Trip,5,Neutral,29-07-2023
1734,2536,Family,Family,Family,Train,14436,20436,5,Goibibo,Rainy,Medium Budget,Medium Trip,5,Neutral,30-12-2021
1735,6,Leisure,Honeymoon,Couple,Cab,58537,66937,7,MakeMyTrip,Rainy,Luxury,Long Trip,7,Satisfied,27-01-2021
1736,1361,Leisure,Leisure,Group,Cab,29933,37133,6,MakeMyTrip,Sunny,Medium Budget,Long Trip,1,Unsatisfied,18-01-2024
1737,1388,Religious,Religious,Solo,Car,17128,24328,6,Goibibo,Pleasant,Medium Budget,Long Trip,4,Neutral,09-07-2020
1738,3907,Business,Business,Couple,Train,31980,37980,5,MakeMyTrip,Pleasant,Luxury,Medium Trip,5,Neutral,16-02-2021
1739,822,Leisure,Honeymoon,Couple,Flight,3241,8041,4,Booking.com,Pleasant,Low Budget,Medium Trip,7,Satisfied,30-01-2024
1740,864,Business,Business,Couple,Flight,42407,47207,4,Booking.com,Cold,Luxury,Medium Trip,4,Neutral,14-04-2023
1741,4410,Leisure,Leisure,Family,Train,19688,24488,4,Goibibo,Sunny,Medium Budget,Medium Trip,3,Unsatisfied,23-03-2022
1742,550,Family,Family,Family,Car,4786,10786,5,Booking.com,Cold,Low Budget,Medium Trip,6,Satisfied,19-03-2022
1743,3382,Adventure,Adventure,Couple,Car,51867,62667,9,Yatra,Pleasant,Luxury,Long Trip,10,Highly Satisfied,24-11-2021
1744,4870,Leisure,Honeymoon,Couple,Flight,27563,34763,6,Cleartrip,Cold,Medium Budget,Long Trip,3,Unsatisfied,28-09-2020
1745,204,Adventure,Adventure,Solo,Bike,18351,23151,4,Booking.com,Pleasant,Medium Budget,Medium Trip,5,Neutral,14-01-2023
1746,4552,Business,Business,Couple,Train,48115,49315,1,Goibibo,Pleasant,Luxury,Short Trip,10,Highly Satisfied,21-10-2021
1747,1570,Family,Family,Family,Car,33559,34759,1,Goibibo,Sunny,Luxury,Short Trip,10,Highly Satisfied,20-12-2023
1748,2765,Leisure,Honeymoon,Couple,Cab,33405,41805,7,Yatra,Pleasant,Luxury,Long Trip,1,Unsatisfied,16-06-2024
1749,3099,Business,Business,Solo,Cab,35414,36614,1,Booking.com,Cold,Luxury,Short Trip,5,Neutral,06-01-2023
1750,344,Leisure,Honeymoon,Couple,Cab,4686,14286,8,MakeMyTrip,Sunny,Low Budget,Long Trip,10,Highly Satisfied,17-06-2022
1751,1049,Leisure,Leisure,Couple,Bike,14810,20810,5,Yatra,Cold,Medium Budget,Medium Trip,2,Unsatisfied,21-02-2023
1752,1131,Leisure,Leisure,Group,Cab,44747,51947,6,Booking.com,Pleasant,Luxury,Long Trip,3,Unsatisfied,07-06-2024
